CpG_ID,Dataset,chromosome,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,P_haEWAS,Effect_haEWAS,Group
cg01033115,Total_PBB_Exposure_GSE116339,chr15,94406189,94406190,LOC101927153,Body,,0.0007108510544379,0.0030391841680574,7.27734947775102e-06,0.0008079190005197,haEWAS-specific
cg01033844,Total_PBB_Exposure_GSE116339,chr20,3780586,3780587,CDC25B;CDC25B;CDC25B;CDC25B;CDC25B;CDC25B;CDC25B;CDC25B;CDC25B;CDC25B,TSS200;Body;Body;Body;Body;Body;Body;Body;Body;Body,S_Shelf,0.0298205686857925,0.0012312464987017,4.8578442929422e-05,-0.0016408493959902,haEWAS-specific
cg01036541,Total_PBB_Exposure_GSE116339,chr22,32009659,32009660,SFI1;SFI1;SFI1;SFI1;SFI1,Body;Body;Body;Body;Body,,0.0014107212103147,0.0016622871878828,1.43956799101181e-07,0.0032990146148251,haEWAS-specific
cg01038517,Total_PBB_Exposure_GSE116339,chr19,9878604,9878605,ZNF846,5'UTR,N_Shore,0.0001103553563345,0.0038601525848416,5.12567064614179e-05,0.0044610728492999,haEWAS-specific
cg01048287,Total_PBB_Exposure_GSE116339,chr8,29762857,29762858,,,,0.351610037459185,0.0008297946518186,1.49775593800652e-05,0.0129007463268626,haEWAS-specific
cg01051091,Total_PBB_Exposure_GSE116339,chr4,153165064,153165065,,,,0.0001574912206522,0.0035763235570522,3.83076951821439e-06,0.0044692635876773,haEWAS-specific
cg01061681,Total_PBB_Exposure_GSE116339,chr15,100893783,100893784,,,S_Shelf,0.0148415156673083,-0.0044703869583092,0.0001043326752638,-0.0038839918296919,haEWAS-specific
cg01076861,Total_PBB_Exposure_GSE116339,chr6,168665146,168665147,,,,0.537848198682581,0.0007576983765956,2.21645067578293e-05,-0.0169248438263335,haEWAS-specific
cg01081456,Total_PBB_Exposure_GSE116339,chr6,123072613,123072614,,,,0.218121764293964,0.001412647761353,7.4604656179305e-05,0.0037606291549567,haEWAS-specific
cg01083804,Total_PBB_Exposure_GSE116339,chr2,45405216,45405217,LINC01121,Body,,0.0007036970602374,-0.0030491206854227,6.72657032436011e-05,-0.0013315035861072,haEWAS-specific
cg01088827,Total_PBB_Exposure_GSE116339,chr22,21328688,21328689,AIFM3;AIFM3;AIFM3;AIFM3,Body;Body;Body;Body,,0.0026423566127594,-0.0023234412413122,7.23016668188779e-05,-0.001839373851256,haEWAS-specific
cg01089223,Total_PBB_Exposure_GSE116339,chr6,90257280,90257281,ANKRD6;ANKRD6;ANKRD6,5'UTR;5'UTR;5'UTR,,0.0036063366675945,0.0023765499333596,1.11171020442691e-05,0.0105097586982829,haEWAS-specific
cg01089331,Total_PBB_Exposure_GSE116339,chr4,18024929,18024930,LCORL;LCORL,TSS1500;TSS1500,S_Shore,0.700546839459171,-0.0005912970747101,8.08387441159955e-06,-0.0159550972221541,haEWAS-specific
cg01092213,Total_PBB_Exposure_GSE116339,chr7,48127925,48127926,UPP1;UPP1,TSS1500;TSS1500,N_Shore,0.656076506330566,0.0002476401495826,7.07377527766692e-05,-0.0004157723087504,haEWAS-specific
cg01094310,Total_PBB_Exposure_GSE116339,chr12,55714602,55714603,OR6C1,1stExon,,0.0062349359013628,-0.0033759875677507,0.0001164106203594,0.0031476981526364,haEWAS-specific
cg01101865,Total_PBB_Exposure_GSE116339,chr14,62584565,62584566,FLJ43390,Body,S_Shore,0.0014967759747968,0.0034785113909901,8.89232081708941e-05,0.0028157451983697,haEWAS-specific
cg01124201,Total_PBB_Exposure_GSE116339,chr2,90120846,90120847,,,,0.0056523743660983,-0.0022515491895114,4.8875554011158e-05,-0.0030428684851713,haEWAS-specific
cg01135670,Total_PBB_Exposure_GSE116339,chr7,66118325,66118326,LOC100996437,TSS1500,N_Shore,0.202967056554819,-0.0013637654217489,1.29673054640152e-05,0.0030036218288224,haEWAS-specific
cg01143145,Total_PBB_Exposure_GSE116339,chr6,33547969,33547970,BAK1;BAK1,1stExon;5'UTR,,0.0001624298683553,0.001755156657196,9.17740561890537e-05,-0.0010413166674921,haEWAS-specific
cg01154505,Total_PBB_Exposure_GSE116339,chr2,112940409,112940410,FBLN7;FBLN7,Body;Body,S_Shore,0.962861184005645,2.74581395484618e-05,1.61434811804317e-05,-0.0016508430407617,haEWAS-specific
cg01163842,Total_PBB_Exposure_GSE116339,chr14,95235125,95235126,GSC,Body,Island,0.0900848302457254,-0.0013865768186075,7.65803082890073e-05,-0.0010768983517502,haEWAS-specific
cg01186181,Total_PBB_Exposure_GSE116339,chr1,37437759,37437760,GRIK3,Body,,0.0263468042686742,0.0029245313449095,5.97928325909083e-05,-0.0035843283417187,haEWAS-specific
cg01200188,Total_PBB_Exposure_GSE116339,chr7,1945831,1945832,MAD1L1;MAD1L1;MAD1L1;MAD1L1;MAD1L1;MAD1L1,Body;Body;Body;Body;Body;Body,,0.0020466061902861,-0.0027928869243149,2.77728743745223e-05,0.0026528159619131,haEWAS-specific
cg01202519,Total_PBB_Exposure_GSE116339,chr11,85645743,85645744,,,Island,0.124821891582465,0.0021463234528993,1.10674543027681e-05,0.0044887996062069,haEWAS-specific
cg01250842,Total_PBB_Exposure_GSE116339,chr4,2417681,2417682,ZFYVE28,Body,N_Shore,0.0117511519169119,-0.002366359938726,0.0001510519593336,0.0017633178422542,haEWAS-specific
cg01275656,Total_PBB_Exposure_GSE116339,chr4,189063588,189063589,TRIML1,Body,,0.0038470397418922,0.0053917599082537,3.76201639743196e-05,-0.0008139794641024,haEWAS-specific
cg01278873,Total_PBB_Exposure_GSE116339,chr19,44764101,44764102,ZNF233;ZNF233,1stExon;5'UTR,Island,0.201099306542318,0.0021128256629644,0.000107592761893,0.0019202193472541,haEWAS-specific
cg01281851,Total_PBB_Exposure_GSE116339,chr7,57271463,57271464,,,Island,0.915121999880046,0.0001682528623076,5.81888024786453e-05,-0.0029843599187362,haEWAS-specific
cg01297732,Total_PBB_Exposure_GSE116339,chr7,54320845,54320846,,,,0.0178105886976835,-0.0035545155547259,5.6453658746325e-06,-0.0038579565856751,haEWAS-specific
cg01301382,Total_PBB_Exposure_GSE116339,chr18,15198067,15198068,,,Island,0.210367445171115,0.0010029775323954,1.7936567200881e-09,-0.0002715298207731,haEWAS-specific
cg01303569,Total_PBB_Exposure_GSE116339,chrX,48755020,48755021,TIMM17B;PQBP1;PQBP1;PQBP1;PQBP1;PQBP1;PQBP1;TIMM17B;PQBP1;PQBP1;PQBP1,Body;TSS1500;TSS200;TSS1500;TSS200;TSS200;TSS200;Body;TSS1500;TSS200;TSS200,Island,0.368219983203234,-0.0006263027220685,5.55045458940618e-05,-0.0025575975788533,haEWAS-specific
cg01319581,Total_PBB_Exposure_GSE116339,chrX,16732043,16732044,CTPS2;CTPS2,TSS1500;TSS1500,S_Shore,0.070156203334226,0.0016273638130269,2.8572921903706e-05,-0.0027462199405767,haEWAS-specific
cg01334632,Total_PBB_Exposure_GSE116339,chr19,41036807,41036808,SPTBN4;SPTBN4,5'UTR;Body,S_Shore,0.0706993640768921,0.0014974485003786,7.42877072954351e-08,-0.0004381932688044,haEWAS-specific
cg01341801,Total_PBB_Exposure_GSE116339,chr6,32489203,32489204,HLA-DRB5,Body,N_Shore,1.96737138127113e-05,0.0219256268068558,1.0,0.0,EWAS-specific
cg01353522,Total_PBB_Exposure_GSE116339,chr12,899323,899324,WNK1;WNK1;WNK1;WNK1,Body;Body;Body;Body,,0.0008260259217567,0.0024149910172072,6.74211737692722e-05,0.0024793095589025,haEWAS-specific
cg01354572,Total_PBB_Exposure_GSE116339,chr8,41348700,41348701,GOLGA7;GOLGA7,Body;Body,S_Shore,2.01686087715884e-05,0.0024227166257351,8.23996106008111e-05,-0.0001600023514866,Common
cg01355556,Total_PBB_Exposure_GSE116339,chr9,33473906,33473907,NOL6;NOL6;NOL6;NOL6,1stExon;1stExon;5'UTR;5'UTR,,0.0147705335331447,0.0014353628404133,1.58342972293272e-05,-6.08446859413075e-05,haEWAS-specific
cg01386275,Total_PBB_Exposure_GSE116339,chr5,145717597,145717598,POU4F3,TSS1500,N_Shore,0.0012171174915105,0.0047362487269204,9.26154780742279e-05,0.0043063259543988,haEWAS-specific
cg01387890,Total_PBB_Exposure_GSE116339,chr6,4179225,4179226,,,,0.0006536035704045,0.0025674324198488,2.17751358227666e-05,-0.0025006759544855,haEWAS-specific
cg01400401,Total_PBB_Exposure_GSE116339,chr19,4769531,4769532,MIR7-3;C19orf30,TSS1500;Body,,0.144750549161623,0.0012332179887844,2.3316517635542e-06,-0.0001886602521189,haEWAS-specific
cg01402099,Total_PBB_Exposure_GSE116339,chr12,122651715,122651716,LRRC43,TSS1500,,0.0003251778855042,0.0025579025213739,6.16800845921004e-05,0.0030462526652889,haEWAS-specific
cg01403885,Total_PBB_Exposure_GSE116339,chr19,45742140,45742141,,,Island,0.0331578627181761,0.0017352418714732,2.3312018587553e-07,0.018880941553943,haEWAS-specific
cg01410578,Total_PBB_Exposure_GSE116339,chr11,119368475,119368476,,,,0.735471730105454,-0.0002852793148724,0.000132398350482,0.0022116705906333,haEWAS-specific
cg01416148,Total_PBB_Exposure_GSE116339,chr4,4752211,4752212,,,,1.08038313986728e-11,-0.0063754331924142,3.57894987864476e-11,-0.0054455691426899,Common
cg01435344,Total_PBB_Exposure_GSE116339,chr10,99610084,99610085,GOLGA7B,Body,Island,0.0831606950697482,0.0017410131877551,4.53606725141053e-14,-0.0002892394251448,haEWAS-specific
cg01448470,Total_PBB_Exposure_GSE116339,chr1,18518226,18518227,IGSF21,Body,,0.0033879308731951,-0.0034801382231989,6.40978443758344e-06,-0.0036504407580684,haEWAS-specific
cg01449089,Total_PBB_Exposure_GSE116339,chr19,29424522,29424523,,,,0.0453285511276065,-0.0023859251263316,9.24620792663011e-05,-0.0038201157709376,haEWAS-specific
cg01459135,Total_PBB_Exposure_GSE116339,chr2,153437521,153437522,FMNL2,Body,,1.58796923780435e-06,0.0039355845491274,2.14001481587352e-06,-0.0009539319165583,Common
cg01463873,Total_PBB_Exposure_GSE116339,chr7,37888045,37888046,NME8,TSS200,,8.49835134670721e-05,-0.0050930410264727,1.74604890378748e-05,-0.0052903163560065,haEWAS-specific
cg01465429,Total_PBB_Exposure_GSE116339,chr11,131799701,131799702,NTM;NTM;NTM;NTM,Body;Body;Body;Body,,0.004168447460096,0.0030210261444448,3.62380884692623e-06,-0.0036364696612663,haEWAS-specific
cg01467435,Total_PBB_Exposure_GSE116339,chr2,144769311,144769312,GTDC1;GTDC1;GTDC1;GTDC1;GTDC1;GTDC1;GTDC1,Body;Body;Body;Body;Body;Body;Body,,0.100103726184323,0.0017352075290676,8.92394128092962e-07,-0.0024491042227856,haEWAS-specific
cg01471923,Total_PBB_Exposure_GSE116339,chr20,23015091,23015092,SSTR4,TSS1500,N_Shore,0.211326304435995,-0.0056204005964686,5.02432415941033e-05,0.0136813505329367,haEWAS-specific
cg01475000,Total_PBB_Exposure_GSE116339,chr21,34601704,34601705,IFNAR2;IFNAR2;IFNAR2;IFNAR2;IFNAR2;IFNAR2,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,N_Shore,0.0017775312388128,0.0037077481737293,0.0001161082039187,0.0025032233351796,haEWAS-specific
cg01484826,Total_PBB_Exposure_GSE116339,chr10,482284,482285,DIP2C,Body,,0.0028394017480879,0.0032600495219191,1.66817554662609e-06,0.0101280334711394,haEWAS-specific
cg01491656,Total_PBB_Exposure_GSE116339,chr14,103801461,103801462,EIF5;EIF5;EIF5,1stExon;5'UTR;5'UTR,Island,0.0038976968331172,-0.0015374491577513,6.82888098643684e-05,-0.0009280098537112,haEWAS-specific
cg01501009,Total_PBB_Exposure_GSE116339,chr19,57183268,57183269,ZNF835,Body,Island,0.0009094465667532,0.0026555080430804,6.04046989350343e-05,0.0014344838190603,haEWAS-specific
cg01501775,Total_PBB_Exposure_GSE116339,chr12,54095918,54095919,,,,0.0875083697749023,0.0015780807143104,4.12698205443044e-05,0.0021143750274901,haEWAS-specific
cg01510609,Total_PBB_Exposure_GSE116339,chr2,3751134,3751135,DCDC2C,TSS200,Island,0.0406764281841558,0.002458523211296,6.95497502975781e-14,-0.0006437402387829,haEWAS-specific
cg01512089,Total_PBB_Exposure_GSE116339,chr17,41705043,41705044,,,,0.455940496449026,-0.0003316392810834,5.56118085473208e-07,-0.0002514521770976,haEWAS-specific
cg01512447,Total_PBB_Exposure_GSE116339,chr15,68112019,68112020,SKOR1,TSS200,N_Shore,0.231285867248331,0.0011999216544354,2.9232082822639e-06,-0.0002890238607781,haEWAS-specific
cg01524893,Total_PBB_Exposure_GSE116339,chr17,12877227,12877228,RICH2,Body,N_Shore,7.91831669732574e-06,0.0035719099008163,0.0003485993090259,0.0014467985730403,EWAS-specific
cg01533425,Total_PBB_Exposure_GSE116339,chr19,8150330,8150331,FBN3,Body,,0.0904811173050272,0.0018695608163314,7.636069759399511e-10,0.0247075949187721,haEWAS-specific
cg01538821,Total_PBB_Exposure_GSE116339,chr8,85096835,85096836,RALYL;RALYL;RALYL;RALYL,5'UTR;TSS1500;5'UTR;5'UTR,Island,0.002718510826927,0.0019625187885573,1.21019275636098e-05,0.0010811607930206,haEWAS-specific
cg01540953,Total_PBB_Exposure_GSE116339,chr5,167689737,167689738,ODZ2,Body,Island,0.084673080540624,0.0020311022795122,3.08740331239425e-06,-0.0038059547354318,haEWAS-specific
cg01548340,Total_PBB_Exposure_GSE116339,chr11,64826553,64826554,NAALADL1,TSS1500,,0.0265618750749722,0.0012245724531786,0.0001087052940605,-0.0015602864773855,haEWAS-specific
cg01556611,Total_PBB_Exposure_GSE116339,chr17,5372317,5372318,DHX33,TSS200,Island,0.0050165822709606,0.0018470710041398,2.00026942616191e-08,-5.937407466398e-05,haEWAS-specific
cg01557547,Total_PBB_Exposure_GSE116339,chr3,157823089,157823090,SHOX2;SHOX2;SHOX2,Body;Body;Body,Island,0.0113482852480906,-0.0017190242591198,0.0001126868784778,-0.0003622349935903,haEWAS-specific
cg01584797,Total_PBB_Exposure_GSE116339,chr4,140061152,140061153,ELF2,TSS1500,,0.166536188791674,0.0012925717467958,2.25374254416523e-06,0.0014690199543025,haEWAS-specific
cg01591830,Total_PBB_Exposure_GSE116339,chr16,89666000,89666001,,,S_Shelf,9.63979279787272e-05,0.0024128391411706,8.04717570279012e-07,0.0035408641801656,haEWAS-specific
cg01606029,Total_PBB_Exposure_GSE116339,chr1,2228238,2228239,SKI,Body,,1.208524764913e-05,0.0048725501593762,0.0786885448841448,0.0024347662950581,EWAS-specific
cg01621606,Total_PBB_Exposure_GSE116339,chr2,189261761,189261762,GULP1;GULP1;GULP1;GULP1;GULP1,5'UTR;5'UTR;5'UTR;Body;Body,,4.42837177856617e-06,0.0029343886104796,7.23149796234389e-06,-0.001187203759664,Common
cg01625297,Total_PBB_Exposure_GSE116339,chr1,224315841,224315842,FBXO28;FBXO28;FBXO28,Body;Body;Body,,0.0046434576212927,0.003257820938884,5.95937899232896e-05,0.0042330033078709,haEWAS-specific
cg01632077,Total_PBB_Exposure_GSE116339,chr9,28264289,28264290,LINGO2;LINGO2,5'UTR;5'UTR,,0.000245552781764,-0.0037691231388336,7.53657145624373e-06,-0.0035520618529032,haEWAS-specific
cg01635086,Total_PBB_Exposure_GSE116339,chr17,42386326,42386327,RUNDC3A;RUNDC3A;RUNDC3A,Body;Body;Body,Island,0.0183324313463534,0.0017783832826485,3.73065970551661e-05,0.0002356576852672,haEWAS-specific
cg01656620,Total_PBB_Exposure_GSE116339,chr12,124788698,124788699,FAM101A,5'UTR,Island,0.0080867755233372,-0.002812479908363,7.898241061128071e-09,-0.015435592222427,haEWAS-specific
cg01662876,Total_PBB_Exposure_GSE116339,chr7,151716974,151716975,GALNTL5;GALNTL5,3'UTR;Body,,0.0005356550993837,-0.0046987655713402,3.50117929632117e-05,-0.0031054257512293,haEWAS-specific
cg01675440,Total_PBB_Exposure_GSE116339,chr17,8913651,8913652,,,,0.0140346347396624,-0.0021125247855836,3.7693833996885e-05,-0.0032718620035004,haEWAS-specific
cg01680661,Total_PBB_Exposure_GSE116339,chr1,45989670,45989671,PRDX1,TSS1500,S_Shore,0.0205673941022804,0.0018177247355004,8.35090575121876e-09,0.0156544844078526,haEWAS-specific
cg01689470,Total_PBB_Exposure_GSE116339,chr7,157258092,157258093,,,N_Shelf,0.0129920584110815,-0.0037300811940376,1.79211991016396e-05,-0.006360134781925,haEWAS-specific
cg01700248,Total_PBB_Exposure_GSE116339,chr9,92074357,92074358,SEMA4D;SEMA4D,5'UTR;5'UTR,,0.886328606492814,0.0001115643588082,8.75472383953245e-07,-0.0035931671083458,haEWAS-specific
cg01705981,Total_PBB_Exposure_GSE116339,chr20,24097440,24097441,,,,0.0006622916136539,0.0047836885651731,1.54046049978194e-05,0.0051653656120917,haEWAS-specific
cg01706263,Total_PBB_Exposure_GSE116339,chr8,10893100,10893101,MIR598;XKR6,TSS1500;Body,,0.0039220540247887,-0.0018323906038377,0.0001101276617488,-0.0001716566271439,haEWAS-specific
cg01712671,Total_PBB_Exposure_GSE116339,chr2,218938889,218938890,RUFY4,Body,,0.182769789061367,-0.0010500468593323,7.6779709917227e-06,-0.0003329766128232,haEWAS-specific
cg01715143,Total_PBB_Exposure_GSE116339,chr2,185462269,185462270,ZNF804A,TSS1500,N_Shore,0.0002096471620514,-0.0023674001059223,5.06884848867455e-05,-0.0003451283931883,haEWAS-specific
cg01719998,Total_PBB_Exposure_GSE116339,chr16,89642051,89642052,CPNE7;CPNE7,TSS200;TSS200,Island,3.15625888529878e-06,-0.0021941395260982,1.0,0.0,EWAS-specific
cg01721313,Total_PBB_Exposure_GSE116339,chr3,169751609,169751610,,,N_Shelf,0.687713487109443,-0.000317000751198,9.43875889317328e-05,-0.0004324627572463,haEWAS-specific
cg01721409,Total_PBB_Exposure_GSE116339,chr8,102103848,102103849,,,,0.835700131432889,-0.0002622889465469,3.43461449936205e-05,0.0035155213493844,haEWAS-specific
cg01739356,Total_PBB_Exposure_GSE116339,chrX,16203791,16203792,,,,0.356121410073115,-0.0010349077556124,2.4542363208259e-05,0.0004314593392665,haEWAS-specific
cg01753252,Total_PBB_Exposure_GSE116339,chr16,88757588,88757589,,,,0.240114743332991,-0.0007660906532071,3.1902517496357603e-10,-0.0071724954949485,haEWAS-specific
cg01757525,Total_PBB_Exposure_GSE116339,chr1,40943386,40943387,ZNF642;ZNF642,1stExon;5'UTR,Island,0.0284920501427475,0.0018824417518538,1.14674528056155e-05,0.0004060126964499,haEWAS-specific
cg01760768,Total_PBB_Exposure_GSE116339,chr1,111412725,111412726,CD53,TSS1500,,0.0476053080988219,0.0022180460516211,1.63263471919875e-05,0.0167127040276115,haEWAS-specific
cg01777038,Total_PBB_Exposure_GSE116339,chr17,79633216,79633217,OXLD1;OXLD1;OXLD1;OXLD1;OXLD1;OXLD1;OXLD1;CCDC137;OXLD1;OXLD1,3'UTR;3'UTR;1stExon;Body;Body;Body;Body;TSS1500;TSS200;1stExon,N_Shore,0.0007030594522551,0.0023655635549826,8.01898264885228e-05,-0.0003184428625312,haEWAS-specific
cg01782371,Total_PBB_Exposure_GSE116339,chr13,25946347,25946348,ATP8A2;ATP8A2,1stExon;5'UTR,Island,0.058777712190539,0.00130896157981,8.72915055631206e-05,0.0010328631223233,haEWAS-specific
cg01782836,Total_PBB_Exposure_GSE116339,chr1,111989823,111989824,WDR77,Body,N_Shore,0.980556265658181,9.78361633496361e-06,2.32906517577482e-06,-0.0001433514566178,haEWAS-specific
cg01795776,Total_PBB_Exposure_GSE116339,chr1,23003462,23003463,,,Island,0.945007383653612,7.7488879318933e-05,5.07334347179553e-08,-0.0105671909295067,haEWAS-specific
cg01798062,Total_PBB_Exposure_GSE116339,chr5,125379942,125379943,,,,0.036986752828425,0.0023260425565871,6.92417797923008e-05,-0.0007044297523925,haEWAS-specific
cg01799998,Total_PBB_Exposure_GSE116339,chr19,11546475,11546476,PRKCSH;PRKCSH;PRKCSH;PRKCSH;PRKCSH;PRKCSH;CCDC151;CCDC151;PRKCSH;PRKCSH;PRKCSH;CCDC151,1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR;TSS1500;TSS1500;TSS200;1stExon;5'UTR;Body,Island,0.0623461214621698,-0.0011395706955589,9.08348099948847e-06,0.0001713962390606,haEWAS-specific
cg01803948,Total_PBB_Exposure_GSE116339,chr8,77618819,77618820,ZFHX4,Body,,1.72304441878683e-05,-0.003335845434847,4.44338897746242e-05,0.0022376113190706,Common
cg01804193,Total_PBB_Exposure_GSE116339,chr12,63026212,63026213,,,Island,0.0084330541870215,0.0023054301376871,6.55554641344345e-06,0.0009818833012528,haEWAS-specific
cg01815679,Total_PBB_Exposure_GSE116339,chr22,49148609,49148610,,,S_Shore,0.533239658353151,0.0004800896635432,0.0001530508373959,-1.48215725436567e-05,haEWAS-specific
cg01816393,Total_PBB_Exposure_GSE116339,chr12,69140018,69140019,SLC35E3;SLC35E3,1stExon;5'UTR,Island,1.88474568454638e-05,0.0027446449786658,0.0002456579424677,0.0009770692331437,EWAS-specific
cg01855565,Total_PBB_Exposure_GSE116339,chr1,85729952,85729953,,,,0.0446886676208433,0.0024646381580271,7.08178986390847e-21,-0.0241413866892846,haEWAS-specific
cg01866091,Total_PBB_Exposure_GSE116339,chr10,75126610,75126611,,,,0.0037834005778706,0.0021130217036304,6.44016502764808e-06,0.0027784538346997,haEWAS-specific
cg01875596,Total_PBB_Exposure_GSE116339,chr18,22933696,22933697,ZNF521,TSS1500,S_Shelf,0.687582659596876,0.0004073360412019,1.84435839049987e-10,0.0004087876255287,haEWAS-specific
cg01878321,Total_PBB_Exposure_GSE116339,chr2,27486133,27486134,SLC30A3,TSS200,Island,0.26906793264812,-0.0016440176182998,8.78811459291545e-05,-0.0006660029628684,haEWAS-specific
cg01879420,Total_PBB_Exposure_GSE116339,chr6,111194645,111194646,AMD1;AMD1;AMD1;AMD1;AMD1,TSS1500;TSS1500;TSS1500;TSS1500;5'UTR,N_Shore,0.134731701828807,0.0065459438348798,0.0001377451733126,-0.0017416513848165,haEWAS-specific
cg01884118,Total_PBB_Exposure_GSE116339,chr10,118503075,118503076,HSPA12A,TSS1500,S_Shore,0.319685521117092,0.0011469719323374,1.09697196698564e-06,-0.0025472082623195,haEWAS-specific
cg01897036,Total_PBB_Exposure_GSE116339,chr2,120282327,120282328,SCTR,TSS1500,S_Shore,0.0040373561416094,-0.003973975408981,9.06443049580398e-06,0.0109469725728229,haEWAS-specific
cg01910644,Total_PBB_Exposure_GSE116339,chr6,5899009,5899010,,,,0.0055619044883479,-0.0024615601605019,2.90917921132084e-05,0.0025970861009834,haEWAS-specific
cg01923854,Total_PBB_Exposure_GSE116339,chr11,3685174,3685175,ART1,Body,N_Shelf,0.0191507464469148,0.001589669524754,5.31169095570126e-05,0.0023110742404277,haEWAS-specific
cg01931462,Total_PBB_Exposure_GSE116339,chr9,74640017,74640018,,,,4.52019148663102e-06,-0.0036304610118571,4.38815227368235e-06,-0.0022123860809153,Common
